seed,auc_original,auc_sustituido,delta_auc,error_curva_medio,error_curva_max,rmse_predicciones
123,0.7211317988639823,0.6920464578757204,0.029085340988261876,0.0628782887943089,0.13959387922659516,0.16234851296728348
256,0.7259171258720891,0.6906580092072288,0.03525911666486037,0.06577335901092737,0.11226207436993718,0.15482756852765328
42,0.7248748911691606,0.6891046213420944,0.035770269827066214,0.06978125269524753,0.11726906150579453,0.17172577384556903
